split,model,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,precision_at_20_mean,precision_at_20_std,brier_score_mean,brier_score_std,seconds_mean,seconds_std
random,chemprop,0.7226736632665164,0.09211345064125792,0.8915514592933949,0.08864174056539095,0.45,0.03535533905932737,0.025350477580278103,0.0038333242806071,104.25517478336114,3.0093762903305357
random,compact,0.31001594398333415,0.09675986969100848,0.7442396313364055,0.09917355717227667,0.32999999999999996,0.1036822067666386,0.04463619035900268,0.0023971743986521093,4.715257983421907,0.31024893962971545
random,forest,0.7157540574997789,0.13611226245268754,0.9059139784946236,0.050313815071701753,0.42000000000000004,0.09082951062292478,0.02481327510917028,0.006500124217168382,2.0556413414189594,0.09940031845485026
random,prior,0.0524017467248908,0.0,0.5,0.0,0.0524017467248908,0.0,0.049656166552075,0.0,0.0029306747717782198,0.0010854778782988833
scaffold,chemprop,0.7168688093450803,0.1290068060010483,0.9333333333333333,0.04320285031566932,0.42000000000000004,0.09746794344808965,0.027435593835062423,0.006663793219558824,102.66835499161388,6.430848685532121
scaffold,compact,0.23237257726599697,0.09614061435896762,0.7669738863287251,0.14260306841439538,0.22999999999999998,0.09746794344808964,0.04621596312861462,0.002554349156119382,4.501295742043294,0.10505510471693122
scaffold,forest,0.7456328009210994,0.08861873449068397,0.9322196620583718,0.03257538137234729,0.45,0.06123724356957945,0.02476090829694318,0.004680296087818787,2.0206386583857237,0.04750460018520923
scaffold,prior,0.0524017467248908,0.0,0.5,0.0,0.0524017467248908,0.0,0.049656166552075,0.0,0.00220102479215706,0.00012850403545150877
